CUST_ID,TYPE,VALUE
31554,SENDOUT_2,0
31555,SENDOUT_2,0
31556,SENDOUT_2,0
31557,SENDOUT_2,0
31558,SENDOUT_2,0
31559,SENDOUT_2,0
31560,SENDOUT_2,0
31561,SENDOUT_2,0
31562,SENDOUT_2,0
31563,SENDOUT_2,1
31564,SENDOUT_2,0
31565,SENDOUT_2,0
31566,SENDOUT_2,0
31567,SENDOUT_2,0
31568,SENDOUT_2,0
31569,SENDOUT_2,0
31570,SENDOUT_2,1
31571,SENDOUT_2,0
31572,SENDOUT_2,0
31573,SENDOUT_2,0
31574,SENDOUT_2,0
31575,SENDOUT_2,0
31576,SENDOUT_2,0
31577,SENDOUT_2,0
31578,SENDOUT_2,0
31579,SENDOUT_2,0
31580,SENDOUT_2,0
31581,SENDOUT_2,0
31582,SENDOUT_2,0
31583,SENDOUT_2,0
31584,SENDOUT_2,0
31585,SENDOUT_2,0
31586,SENDOUT_2,0
31587,SENDOUT_2,0
31588,SENDOUT_2,0
31589,SENDOUT_2,0
31590,SENDOUT_2,0
31591,SENDOUT_2,0
31592,SENDOUT_2,0
31593,SENDOUT_2,0
31594,SENDOUT_2,0
31595,SENDOUT_2,0
31596,SENDOUT_2,0
31597,SENDOUT_2,0
31598,SENDOUT_2,0
31599,SENDOUT_2,0
31600,SENDOUT_2,0
31601,SENDOUT_2,0
31602,SENDOUT_2,0
31603,SENDOUT_2,0
31604,SENDOUT_2,0
31605,SENDOUT_2,0
31606,SENDOUT_2,0
31607,SENDOUT_2,0
31608,SENDOUT_2,0
31609,SENDOUT_2,0
31610,SENDOUT_2,1
31611,SENDOUT_2,0
31612,SENDOUT_2,0
31613,SENDOUT_2,0
31614,SENDOUT_2,0
31615,SENDOUT_2,0
31616,SENDOUT_2,0
31617,SENDOUT_2,0
31618,SENDOUT_2,0
31619,SENDOUT_2,0
31620,SENDOUT_2,0
31621,SENDOUT_2,0
31622,SENDOUT_2,0
31623,SENDOUT_2,0
31624,SENDOUT_2,0
31625,SENDOUT_2,0
31626,SENDOUT_2,0
31627,SENDOUT_2,0
31628,SENDOUT_2,0
31629,SENDOUT_2,0
31630,SENDOUT_2,0
31631,SENDOUT_2,0
31632,SENDOUT_2,0
31633,SENDOUT_2,0
31634,SENDOUT_2,0
31635,SENDOUT_2,0
31636,SENDOUT_2,0
31637,SENDOUT_2,0
31638,SENDOUT_2,0
31639,SENDOUT_2,0
31640,SENDOUT_2,0
31641,SENDOUT_2,0
31642,SENDOUT_2,0
31643,SENDOUT_2,0
31644,SENDOUT_2,0
31645,SENDOUT_2,0
31646,SENDOUT_2,0
31647,SENDOUT_2,0
31648,SENDOUT_2,0
31649,SENDOUT_2,0
31650,SENDOUT_2,0
31651,SENDOUT_2,0
31652,SENDOUT_2,0
31653,SENDOUT_2,0
31654,SENDOUT_2,0
31655,SENDOUT_2,0
31656,SENDOUT_2,0
31657,SENDOUT_2,1
31658,SENDOUT_2,0
31659,SENDOUT_2,0
31660,SENDOUT_2,0
31661,SENDOUT_2,0
31662,SENDOUT_2,1
31663,SENDOUT_2,0
31664,SENDOUT_2,0
31665,SENDOUT_2,0
31666,SENDOUT_2,0
31667,SENDOUT_2,0
31668,SENDOUT_2,0
31669,SENDOUT_2,0
31670,SENDOUT_2,0
31671,SENDOUT_2,0
31672,SENDOUT_2,0
31673,SENDOUT_2,0
31674,SENDOUT_2,0
31675,SENDOUT_2,0
31676,SENDOUT_2,0
31677,SENDOUT_2,0
31678,SENDOUT_2,0
31679,SENDOUT_2,0
31680,SENDOUT_2,0
31681,SENDOUT_2,0
31682,SENDOUT_2,0
31683,SENDOUT_2,0
31684,SENDOUT_2,0
31685,SENDOUT_2,0
31686,SENDOUT_2,0
31687,SENDOUT_2,0
31688,SENDOUT_2,0
31689,SENDOUT_2,0
31690,SENDOUT_2,0
31691,SENDOUT_2,0
31692,SENDOUT_2,0
31693,SENDOUT_2,0
31694,SENDOUT_2,0
31695,SENDOUT_2,0
31696,SENDOUT_2,0
31697,SENDOUT_2,0
31698,SENDOUT_2,0
31699,SENDOUT_2,0
31700,SENDOUT_2,0
31701,SENDOUT_2,0
31702,SENDOUT_2,0
31703,SENDOUT_2,0
31704,SENDOUT_2,0
31705,SENDOUT_2,0
31706,SENDOUT_2,0
31707,SENDOUT_2,0
31708,SENDOUT_2,0
31709,SENDOUT_2,0
31710,SENDOUT_2,0
31711,SENDOUT_2,0
31712,SENDOUT_2,0
31713,SENDOUT_2,0
31714,SENDOUT_2,0
31715,SENDOUT_2,0
31716,SENDOUT_2,0
31717,SENDOUT_2,0
31718,SENDOUT_2,0
31719,SENDOUT_2,0
31720,SENDOUT_2,0
31721,SENDOUT_2,0
31722,SENDOUT_2,0
31723,SENDOUT_2,0
31724,SENDOUT_2,0
31725,SENDOUT_2,0
31726,SENDOUT_2,0
31727,SENDOUT_2,0
31728,SENDOUT_2,0
31729,SENDOUT_2,0
31730,SENDOUT_2,0
31731,SENDOUT_2,0
31732,SENDOUT_2,0
31733,SENDOUT_2,0
31734,SENDOUT_2,0
31735,SENDOUT_2,0
31736,SENDOUT_2,0
31737,SENDOUT_2,0
31738,SENDOUT_2,0
31739,SENDOUT_2,0
31740,SENDOUT_2,0
31741,SENDOUT_2,0
31742,SENDOUT_2,0
31743,SENDOUT_2,0
31744,SENDOUT_2,1
31745,SENDOUT_2,0
31746,SENDOUT_2,0
31747,SENDOUT_2,0
31748,SENDOUT_2,0
31749,SENDOUT_2,0
31750,SENDOUT_2,0
31751,SENDOUT_2,0
31752,SENDOUT_2,0
31753,SENDOUT_2,0
31754,SENDOUT_2,0
31755,SENDOUT_2,0
31756,SENDOUT_2,0
31757,SENDOUT_2,0
31758,SENDOUT_2,0
31759,SENDOUT_2,0
31760,SENDOUT_2,0
31761,SENDOUT_2,0
31762,SENDOUT_2,0
31763,SENDOUT_2,0
31764,SENDOUT_2,0
31765,SENDOUT_2,1
31766,SENDOUT_2,0
31767,SENDOUT_2,1
31768,SENDOUT_2,0
31769,SENDOUT_2,0
31770,SENDOUT_2,0
31771,SENDOUT_2,0
31772,SENDOUT_2,0
31773,SENDOUT_2,0
31774,SENDOUT_2,0
31775,SENDOUT_2,0
31776,SENDOUT_2,0
31777,SENDOUT_2,0
31778,SENDOUT_2,0
31779,SENDOUT_2,0
31780,SENDOUT_2,0
31781,SENDOUT_2,0
31782,SENDOUT_2,0
31783,SENDOUT_2,0
31784,SENDOUT_2,0
31785,SENDOUT_2,0
31786,SENDOUT_2,0
31787,SENDOUT_2,0
31788,SENDOUT_2,0
31789,SENDOUT_2,0
31790,SENDOUT_2,0
31791,SENDOUT_2,0
31792,SENDOUT_2,0
31793,SENDOUT_2,0
31794,SENDOUT_2,0
31795,SENDOUT_2,0
31796,SENDOUT_2,0
31797,SENDOUT_2,0
31798,SENDOUT_2,0
31799,SENDOUT_2,0
31800,SENDOUT_2,0
31801,SENDOUT_2,0
31802,SENDOUT_2,0
31803,SENDOUT_2,0
31804,SENDOUT_2,0
31805,SENDOUT_2,0
31806,SENDOUT_2,0
31807,SENDOUT_2,0
31808,SENDOUT_2,0
31809,SENDOUT_2,0
31810,SENDOUT_2,0
31811,SENDOUT_2,0
31812,SENDOUT_2,0
31813,SENDOUT_2,0
31814,SENDOUT_2,0
31815,SENDOUT_2,0
31816,SENDOUT_2,0
31817,SENDOUT_2,0
31818,SENDOUT_2,0
31819,SENDOUT_2,0
31820,SENDOUT_2,0
31821,SENDOUT_2,0
31822,SENDOUT_2,0
31823,SENDOUT_2,0
31824,SENDOUT_2,0
31825,SENDOUT_2,0
31826,SENDOUT_2,0
31827,SENDOUT_2,0
31828,SENDOUT_2,0
31829,SENDOUT_2,0
31830,SENDOUT_2,0
31831,SENDOUT_2,0
31832,SENDOUT_2,0
31833,SENDOUT_2,0
31834,SENDOUT_2,0
31835,SENDOUT_2,0
31836,SENDOUT_2,0
31837,SENDOUT_2,0
31838,SENDOUT_2,0
31839,SENDOUT_2,0
31840,SENDOUT_2,0
31841,SENDOUT_2,0
31842,SENDOUT_2,0
31843,SENDOUT_2,0
31844,SENDOUT_2,0
31845,SENDOUT_2,0
31846,SENDOUT_2,0
31847,SENDOUT_2,0
31848,SENDOUT_2,0
31849,SENDOUT_2,0
31850,SENDOUT_2,0
31851,SENDOUT_2,0
31852,SENDOUT_2,0
31853,SENDOUT_2,0
31854,SENDOUT_2,0
31855,SENDOUT_2,0
31856,SENDOUT_2,0
31857,SENDOUT_2,0
31858,SENDOUT_2,0
31859,SENDOUT_2,0
31860,SENDOUT_2,0
31861,SENDOUT_2,0
31862,SENDOUT_2,0
31863,SENDOUT_2,0
31864,SENDOUT_2,0
31865,SENDOUT_2,0
31866,SENDOUT_2,0
31867,SENDOUT_2,0
31868,SENDOUT_2,0
31869,SENDOUT_2,0
31870,SENDOUT_2,0
31871,SENDOUT_2,0
31872,SENDOUT_2,0
31873,SENDOUT_2,0
31874,SENDOUT_2,0
31875,SENDOUT_2,0
31876,SENDOUT_2,0
31877,SENDOUT_2,0
31878,SENDOUT_2,0
31879,SENDOUT_2,0
31880,SENDOUT_2,0
31881,SENDOUT_2,0
31882,SENDOUT_2,0
31883,SENDOUT_2,0
31884,SENDOUT_2,0
31885,SENDOUT_2,0
31886,SENDOUT_2,0
31887,SENDOUT_2,0
31888,SENDOUT_2,0
31889,SENDOUT_2,0
31890,SENDOUT_2,0
31891,SENDOUT_2,0
31892,SENDOUT_2,0
31893,SENDOUT_2,0
31894,SENDOUT_2,0
31895,SENDOUT_2,0
31896,SENDOUT_2,0
31897,SENDOUT_2,0
31898,SENDOUT_2,0
31899,SENDOUT_2,0
31900,SENDOUT_2,0
31901,SENDOUT_2,0
31902,SENDOUT_2,0
31903,SENDOUT_2,0
31904,SENDOUT_2,0
31905,SENDOUT_2,0
31906,SENDOUT_2,0
31907,SENDOUT_2,0
31908,SENDOUT_2,0
31909,SENDOUT_2,0
31910,SENDOUT_2,0
31911,SENDOUT_2,0
31912,SENDOUT_2,0
31913,SENDOUT_2,0
31914,SENDOUT_2,0
31915,SENDOUT_2,0
31916,SENDOUT_2,0
31917,SENDOUT_2,0
31918,SENDOUT_2,1
31919,SENDOUT_2,0
31920,SENDOUT_2,0
31921,SENDOUT_2,0
31922,SENDOUT_2,0
31923,SENDOUT_2,0
31924,SENDOUT_2,0
31925,SENDOUT_2,0
31926,SENDOUT_2,0
31927,SENDOUT_2,0
31928,SENDOUT_2,0
31929,SENDOUT_2,0
31930,SENDOUT_2,0
31931,SENDOUT_2,0
31932,SENDOUT_2,0
31933,SENDOUT_2,0
31934,SENDOUT_2,0
31935,SENDOUT_2,0
31936,SENDOUT_2,0
31937,SENDOUT_2,0
31938,SENDOUT_2,0
31939,SENDOUT_2,1
31940,SENDOUT_2,0
31941,SENDOUT_2,0
31942,SENDOUT_2,0
31943,SENDOUT_2,0
31944,SENDOUT_2,0
31945,SENDOUT_2,0
31946,SENDOUT_2,0
31947,SENDOUT_2,0
31948,SENDOUT_2,0
31949,SENDOUT_2,1
31950,SENDOUT_2,0
31951,SENDOUT_2,0
31952,SENDOUT_2,0
31953,SENDOUT_2,0
31954,SENDOUT_2,0
31955,SENDOUT_2,0
31956,SENDOUT_2,0
31957,SENDOUT_2,0
31958,SENDOUT_2,0
31959,SENDOUT_2,0
31960,SENDOUT_2,0
31961,SENDOUT_2,0
31962,SENDOUT_2,0
31963,SENDOUT_2,0
31964,SENDOUT_2,0
31965,SENDOUT_2,0
31966,SENDOUT_2,0
31967,SENDOUT_2,0
31968,SENDOUT_2,0
31969,SENDOUT_2,0
31970,SENDOUT_2,0
31971,SENDOUT_2,0
31972,SENDOUT_2,0
31973,SENDOUT_2,0
31974,SENDOUT_2,0
31975,SENDOUT_2,0
31976,SENDOUT_2,0
31977,SENDOUT_2,0
31978,SENDOUT_2,0
31979,SENDOUT_2,0
31980,SENDOUT_2,0
31981,SENDOUT_2,0
31982,SENDOUT_2,0
31983,SENDOUT_2,0
31984,SENDOUT_2,0
31985,SENDOUT_2,0
31986,SENDOUT_2,0
31987,SENDOUT_2,0
31988,SENDOUT_2,0
31989,SENDOUT_2,0
31990,SENDOUT_2,0
31991,SENDOUT_2,0
31992,SENDOUT_2,0
31993,SENDOUT_2,0
31994,SENDOUT_2,0
31995,SENDOUT_2,0
31996,SENDOUT_2,0
31997,SENDOUT_2,0
31998,SENDOUT_2,0
31999,SENDOUT_2,0
32000,SENDOUT_2,0
32001,SENDOUT_2,0
32002,SENDOUT_2,0
32003,SENDOUT_2,0
32004,SENDOUT_2,0
32005,SENDOUT_2,0
32006,SENDOUT_2,0
32007,SENDOUT_2,0
32008,SENDOUT_2,0
32009,SENDOUT_2,0
32010,SENDOUT_2,0
32011,SENDOUT_2,0
32012,SENDOUT_2,0
32013,SENDOUT_2,0
32014,SENDOUT_2,0
32015,SENDOUT_2,0
32016,SENDOUT_2,0
32017,SENDOUT_2,0
32018,SENDOUT_2,0
32019,SENDOUT_2,0
32020,SENDOUT_2,0
32021,SENDOUT_2,0
32022,SENDOUT_2,0
32023,SENDOUT_2,0
32024,SENDOUT_2,0
32025,SENDOUT_2,0
32026,SENDOUT_2,0
32027,SENDOUT_2,0
32028,SENDOUT_2,0
32029,SENDOUT_2,0
32030,SENDOUT_2,0
32031,SENDOUT_2,0
32032,SENDOUT_2,0
32033,SENDOUT_2,0
32034,SENDOUT_2,0
32035,SENDOUT_2,0
32036,SENDOUT_2,0
32037,SENDOUT_2,0
32038,SENDOUT_2,0
32039,SENDOUT_2,0
32040,SENDOUT_2,0
32041,SENDOUT_2,0
32042,SENDOUT_2,0
32043,SENDOUT_2,0
32044,SENDOUT_2,0
32045,SENDOUT_2,0
32046,SENDOUT_2,0
32047,SENDOUT_2,0
32048,SENDOUT_2,0
32049,SENDOUT_2,0
32050,SENDOUT_2,0
32051,SENDOUT_2,0
32052,SENDOUT_2,0
32053,SENDOUT_2,0
32054,SENDOUT_2,0
32055,SENDOUT_2,0
32056,SENDOUT_2,0
32057,SENDOUT_2,0
32058,SENDOUT_2,0
32059,SENDOUT_2,0
32060,SENDOUT_2,0
32061,SENDOUT_2,0
32062,SENDOUT_2,0
32063,SENDOUT_2,0
32064,SENDOUT_2,0
32065,SENDOUT_2,0
32066,SENDOUT_2,0
32067,SENDOUT_2,0
32068,SENDOUT_2,0
32069,SENDOUT_2,0
32070,SENDOUT_2,0
32071,SENDOUT_2,0
32072,SENDOUT_2,0
32073,SENDOUT_2,0
32074,SENDOUT_2,1
32075,SENDOUT_2,0
32076,SENDOUT_2,0
32077,SENDOUT_2,0
32078,SENDOUT_2,0
32079,SENDOUT_2,0
32080,SENDOUT_2,0
32081,SENDOUT_2,0
32082,SENDOUT_2,0
32083,SENDOUT_2,0
32084,SENDOUT_2,1
32085,SENDOUT_2,0
32086,SENDOUT_2,0
32087,SENDOUT_2,0
32088,SENDOUT_2,0
32089,SENDOUT_2,0
32090,SENDOUT_2,0
32091,SENDOUT_2,0
32092,SENDOUT_2,0
32093,SENDOUT_2,0
32094,SENDOUT_2,0
32095,SENDOUT_2,0
32096,SENDOUT_2,0
32097,SENDOUT_2,0
32098,SENDOUT_2,0
32099,SENDOUT_2,0
32100,SENDOUT_2,0
32101,SENDOUT_2,0
32102,SENDOUT_2,0
32103,SENDOUT_2,0
32104,SENDOUT_2,0
32105,SENDOUT_2,0
32106,SENDOUT_2,0
32107,SENDOUT_2,0
32108,SENDOUT_2,0
32109,SENDOUT_2,0
32110,SENDOUT_2,0
32111,SENDOUT_2,0
32112,SENDOUT_2,0
32113,SENDOUT_2,0
32114,SENDOUT_2,0
32115,SENDOUT_2,0
32116,SENDOUT_2,0
32117,SENDOUT_2,0
32118,SENDOUT_2,0
32119,SENDOUT_2,0
32120,SENDOUT_2,0
32121,SENDOUT_2,0
32122,SENDOUT_2,0
32123,SENDOUT_2,0
32124,SENDOUT_2,0
32125,SENDOUT_2,0
32126,SENDOUT_2,0
32127,SENDOUT_2,0
32128,SENDOUT_2,0
32129,SENDOUT_2,0
32130,SENDOUT_2,0
32131,SENDOUT_2,0
32132,SENDOUT_2,0
32133,SENDOUT_2,0
32134,SENDOUT_2,0
32135,SENDOUT_2,0
32136,SENDOUT_2,0
32137,SENDOUT_2,0
32138,SENDOUT_2,0
32139,SENDOUT_2,0
32140,SENDOUT_2,0
32141,SENDOUT_2,0
32142,SENDOUT_2,0
32143,SENDOUT_2,0
32144,SENDOUT_2,0
32145,SENDOUT_2,0
32146,SENDOUT_2,0
32147,SENDOUT_2,0
32148,SENDOUT_2,0
32149,SENDOUT_2,0
32150,SENDOUT_2,0
32151,SENDOUT_2,0
32152,SENDOUT_2,0
32153,SENDOUT_2,0
32154,SENDOUT_2,0
32155,SENDOUT_2,0
32156,SENDOUT_2,0
32157,SENDOUT_2,0
32158,SENDOUT_2,0
32159,SENDOUT_2,0
32160,SENDOUT_2,0
32161,SENDOUT_2,0
32162,SENDOUT_2,1
32163,SENDOUT_2,0
32164,SENDOUT_2,0
32165,SENDOUT_2,0
32166,SENDOUT_2,0
32167,SENDOUT_2,0
32168,SENDOUT_2,0
32169,SENDOUT_2,0
32170,SENDOUT_2,0
32171,SENDOUT_2,0
32172,SENDOUT_2,0
32173,SENDOUT_2,0
32174,SENDOUT_2,0
32175,SENDOUT_2,0
32176,SENDOUT_2,0
32177,SENDOUT_2,0
32178,SENDOUT_2,0
32179,SENDOUT_2,0
32180,SENDOUT_2,0
32181,SENDOUT_2,0
32182,SENDOUT_2,0
32183,SENDOUT_2,0
32184,SENDOUT_2,0
32185,SENDOUT_2,0
32186,SENDOUT_2,0
32187,SENDOUT_2,0
32188,SENDOUT_2,0
32189,SENDOUT_2,0
32190,SENDOUT_2,0
32191,SENDOUT_2,0
32192,SENDOUT_2,0
32193,SENDOUT_2,0
32194,SENDOUT_2,0
32195,SENDOUT_2,0
32196,SENDOUT_2,0
32197,SENDOUT_2,0
32198,SENDOUT_2,0
32199,SENDOUT_2,0
32200,SENDOUT_2,0
32201,SENDOUT_2,0
32202,SENDOUT_2,0
32203,SENDOUT_2,0
32204,SENDOUT_2,0
32205,SENDOUT_2,0
32206,SENDOUT_2,0
32207,SENDOUT_2,0
32208,SENDOUT_2,0
32209,SENDOUT_2,0
32210,SENDOUT_2,0
32211,SENDOUT_2,0
32212,SENDOUT_2,0
32213,SENDOUT_2,0
32214,SENDOUT_2,0
32215,SENDOUT_2,0
32216,SENDOUT_2,0
32217,SENDOUT_2,0
32218,SENDOUT_2,0
32219,SENDOUT_2,0
32220,SENDOUT_2,0
32221,SENDOUT_2,0
32222,SENDOUT_2,0
32223,SENDOUT_2,0
32224,SENDOUT_2,0
32225,SENDOUT_2,0
32226,SENDOUT_2,0
32227,SENDOUT_2,0
32228,SENDOUT_2,0
32229,SENDOUT_2,0
32230,SENDOUT_2,0
32231,SENDOUT_2,0
32232,SENDOUT_2,0
32233,SENDOUT_2,0
32234,SENDOUT_2,0
32235,SENDOUT_2,0
32236,SENDOUT_2,0
32237,SENDOUT_2,0
32238,SENDOUT_2,1
32239,SENDOUT_2,0
32240,SENDOUT_2,0
32241,SENDOUT_2,0
32242,SENDOUT_2,0
32243,SENDOUT_2,0
32244,SENDOUT_2,0
32245,SENDOUT_2,0
32246,SENDOUT_2,0
32247,SENDOUT_2,0
32248,SENDOUT_2,0
32249,SENDOUT_2,0
32250,SENDOUT_2,0
32251,SENDOUT_2,0
32252,SENDOUT_2,0
32253,SENDOUT_2,0
32254,SENDOUT_2,0
32255,SENDOUT_2,0
32256,SENDOUT_2,0
32257,SENDOUT_2,0
32258,SENDOUT_2,0
32259,SENDOUT_2,0
32260,SENDOUT_2,0
32261,SENDOUT_2,1
32262,SENDOUT_2,0
32263,SENDOUT_2,0
32264,SENDOUT_2,0
32265,SENDOUT_2,0
32266,SENDOUT_2,0
32267,SENDOUT_2,0
32268,SENDOUT_2,0
32269,SENDOUT_2,0
32270,SENDOUT_2,0
32271,SENDOUT_2,0
32272,SENDOUT_2,0
32273,SENDOUT_2,0
32274,SENDOUT_2,0
32275,SENDOUT_2,0
32276,SENDOUT_2,0
32277,SENDOUT_2,0
32278,SENDOUT_2,0
32279,SENDOUT_2,0
32280,SENDOUT_2,1
32281,SENDOUT_2,0
32282,SENDOUT_2,0
32283,SENDOUT_2,0
32284,SENDOUT_2,0
32285,SENDOUT_2,0
32286,SENDOUT_2,0
32287,SENDOUT_2,1
32288,SENDOUT_2,0
32289,SENDOUT_2,0
32290,SENDOUT_2,0
32291,SENDOUT_2,0
32292,SENDOUT_2,0
32293,SENDOUT_2,0
32294,SENDOUT_2,0
32295,SENDOUT_2,0
32296,SENDOUT_2,0
32297,SENDOUT_2,1
32298,SENDOUT_2,0
32299,SENDOUT_2,0
32300,SENDOUT_2,0
32301,SENDOUT_2,0
32302,SENDOUT_2,0
32303,SENDOUT_2,0
32304,SENDOUT_2,0
32305,SENDOUT_2,0
32306,SENDOUT_2,0
32307,SENDOUT_2,0
32308,SENDOUT_2,0
32309,SENDOUT_2,0
32310,SENDOUT_2,0
32311,SENDOUT_2,0
32312,SENDOUT_2,0
32313,SENDOUT_2,0
32314,SENDOUT_2,0
32315,SENDOUT_2,0
32316,SENDOUT_2,0
32317,SENDOUT_2,0
32318,SENDOUT_2,1
32319,SENDOUT_2,0
32320,SENDOUT_2,0
32321,SENDOUT_2,0
32322,SENDOUT_2,0
32323,SENDOUT_2,0
32324,SENDOUT_2,0
32325,SENDOUT_2,0
32326,SENDOUT_2,0
32327,SENDOUT_2,0
32328,SENDOUT_2,0
32329,SENDOUT_2,0
32330,SENDOUT_2,0
32331,SENDOUT_2,0
32332,SENDOUT_2,0
32333,SENDOUT_2,0
32334,SENDOUT_2,0
32335,SENDOUT_2,0
32336,SENDOUT_2,0
32337,SENDOUT_2,0
32338,SENDOUT_2,0
32339,SENDOUT_2,0
32340,SENDOUT_2,1
32341,SENDOUT_2,0
32342,SENDOUT_2,0
32343,SENDOUT_2,0
32344,SENDOUT_2,0
32345,SENDOUT_2,0
32346,SENDOUT_2,0
32347,SENDOUT_2,0
32348,SENDOUT_2,0
32349,SENDOUT_2,0
32350,SENDOUT_2,0
32351,SENDOUT_2,0
32352,SENDOUT_2,0
32353,SENDOUT_2,0
32354,SENDOUT_2,0
32355,SENDOUT_2,0
32356,SENDOUT_2,0
32357,SENDOUT_2,0
32358,SENDOUT_2,0
32359,SENDOUT_2,0
32360,SENDOUT_2,0
32361,SENDOUT_2,0
32362,SENDOUT_2,0
32363,SENDOUT_2,0
32364,SENDOUT_2,0
32365,SENDOUT_2,0
32366,SENDOUT_2,0
32367,SENDOUT_2,0
32368,SENDOUT_2,0
32369,SENDOUT_2,0
32370,SENDOUT_2,0
32371,SENDOUT_2,0
32372,SENDOUT_2,0
32373,SENDOUT_2,1
32374,SENDOUT_2,0
32375,SENDOUT_2,0
32376,SENDOUT_2,0
32377,SENDOUT_2,0
32378,SENDOUT_2,0
32379,SENDOUT_2,0
32380,SENDOUT_2,0
32381,SENDOUT_2,0
32382,SENDOUT_2,0
32383,SENDOUT_2,0
32384,SENDOUT_2,0
32385,SENDOUT_2,0
32386,SENDOUT_2,0
32387,SENDOUT_2,1
32388,SENDOUT_2,0
32389,SENDOUT_2,0
32390,SENDOUT_2,0
32391,SENDOUT_2,0
32392,SENDOUT_2,0
32393,SENDOUT_2,0
32394,SENDOUT_2,0
32395,SENDOUT_2,0
32396,SENDOUT_2,0
32397,SENDOUT_2,0
32398,SENDOUT_2,0
32399,SENDOUT_2,0
32400,SENDOUT_2,0
32401,SENDOUT_2,0
32402,SENDOUT_2,0
32403,SENDOUT_2,0
32404,SENDOUT_2,0
32405,SENDOUT_2,0
32406,SENDOUT_2,0
32407,SENDOUT_2,0
32408,SENDOUT_2,0
32409,SENDOUT_2,0
32410,SENDOUT_2,0
32411,SENDOUT_2,0
32412,SENDOUT_2,0
32413,SENDOUT_2,0
32414,SENDOUT_2,0
32415,SENDOUT_2,0
32416,SENDOUT_2,0
32417,SENDOUT_2,0
32418,SENDOUT_2,0
32419,SENDOUT_2,0
32420,SENDOUT_2,0
32421,SENDOUT_2,0
32422,SENDOUT_2,0
32423,SENDOUT_2,0
32424,SENDOUT_2,0
32425,SENDOUT_2,0
32426,SENDOUT_2,0
32427,SENDOUT_2,0
32428,SENDOUT_2,0
32429,SENDOUT_2,0
32430,SENDOUT_2,0
32431,SENDOUT_2,0
32432,SENDOUT_2,0
32433,SENDOUT_2,1
32434,SENDOUT_2,0
32435,SENDOUT_2,0
32436,SENDOUT_2,0
32437,SENDOUT_2,0
32438,SENDOUT_2,0
32439,SENDOUT_2,0
32440,SENDOUT_2,0
32441,SENDOUT_2,0
32442,SENDOUT_2,0
32443,SENDOUT_2,0
32444,SENDOUT_2,0
32445,SENDOUT_2,0
32446,SENDOUT_2,0
32447,SENDOUT_2,0
32448,SENDOUT_2,0
32449,SENDOUT_2,0
32450,SENDOUT_2,0
32451,SENDOUT_2,0
32452,SENDOUT_2,0
32453,SENDOUT_2,0
32454,SENDOUT_2,0
32455,SENDOUT_2,0
32456,SENDOUT_2,0
32457,SENDOUT_2,0
32458,SENDOUT_2,0
32459,SENDOUT_2,0
32460,SENDOUT_2,0
32461,SENDOUT_2,0
32462,SENDOUT_2,0
32463,SENDOUT_2,1
32464,SENDOUT_2,0
32465,SENDOUT_2,0
32466,SENDOUT_2,0
32467,SENDOUT_2,0
32468,SENDOUT_2,0
32469,SENDOUT_2,0
32470,SENDOUT_2,0
32471,SENDOUT_2,0
32472,SENDOUT_2,0
32473,SENDOUT_2,0
32474,SENDOUT_2,0
32475,SENDOUT_2,0
32476,SENDOUT_2,1
32477,SENDOUT_2,0
32478,SENDOUT_2,0
32479,SENDOUT_2,0
32480,SENDOUT_2,0
32481,SENDOUT_2,0
32482,SENDOUT_2,0
32483,SENDOUT_2,0
32484,SENDOUT_2,0
32485,SENDOUT_2,0
32486,SENDOUT_2,0
32487,SENDOUT_2,0
32488,SENDOUT_2,0
32489,SENDOUT_2,0
32490,SENDOUT_2,0
32491,SENDOUT_2,0
32492,SENDOUT_2,0
32493,SENDOUT_2,0
32494,SENDOUT_2,0
32495,SENDOUT_2,0
32496,SENDOUT_2,0
32497,SENDOUT_2,0
32498,SENDOUT_2,0
32499,SENDOUT_2,0
32500,SENDOUT_2,0
32501,SENDOUT_2,0
32502,SENDOUT_2,0
32503,SENDOUT_2,0
32504,SENDOUT_2,0
32505,SENDOUT_2,0
32506,SENDOUT_2,0
32507,SENDOUT_2,0
32508,SENDOUT_2,0
32509,SENDOUT_2,0
32510,SENDOUT_2,0
32511,SENDOUT_2,0
32512,SENDOUT_2,0
32513,SENDOUT_2,0
32514,SENDOUT_2,0
32515,SENDOUT_2,0
32516,SENDOUT_2,0
32517,SENDOUT_2,0
32518,SENDOUT_2,0
32519,SENDOUT_2,0
32520,SENDOUT_2,0
32521,SENDOUT_2,0
32522,SENDOUT_2,0
32523,SENDOUT_2,0
32524,SENDOUT_2,0
32525,SENDOUT_2,0
32526,SENDOUT_2,0
32527,SENDOUT_2,1
32528,SENDOUT_2,0
32529,SENDOUT_2,0
32530,SENDOUT_2,0
32531,SENDOUT_2,0
32532,SENDOUT_2,0
32533,SENDOUT_2,0
32534,SENDOUT_2,0
32535,SENDOUT_2,0
32536,SENDOUT_2,0
32537,SENDOUT_2,0
32538,SENDOUT_2,0
32539,SENDOUT_2,0
32540,SENDOUT_2,0
32541,SENDOUT_2,0
32542,SENDOUT_2,0
32543,SENDOUT_2,0
32544,SENDOUT_2,0
32545,SENDOUT_2,0
32546,SENDOUT_2,0
32547,SENDOUT_2,0
32548,SENDOUT_2,0
32549,SENDOUT_2,0
32550,SENDOUT_2,0
32551,SENDOUT_2,0
